store,city,address,url
2090,Oakville,"Lakeshore Rd/Kerr St, 104 Lakeshore Road W.",http://www.thebeerstore.ca/locations/lakeshore-rdkerr-st
2054,Oakville,"Maple Grove, Maple Grove Plaza, 511 Maple Grove Dr.",http://www.thebeerstore.ca/locations/maple-grove
2053,Oakville,"Rebecca Street, Hopedale Mall, 1431 Rebecca St.",http://www.thebeerstore.ca/locations/rebecca-street
2061,Oakville,"Trafalgar And Dundas, 290 Hays Boulevard",http://www.thebeerstore.ca/locations/trafalgar-and-dundas
2055,Oakville,"Upper Middle Road, Upper Oakville Shopping Centre, 1011 Upper Middle Road",http://www.thebeerstore.ca/locations/upper-middle-road
4006,Orangeville,"Orangeville, 270 Broadway Street",http://www.thebeerstore.ca/locations/orangeville
3416,Orillia,"Muskoka Road, 426 Muskoka Road",http://www.thebeerstore.ca/locations/muskoka-road
3444,Orillia,"Orillia, 275 Atherly Road",http://www.thebeerstore.ca/locations/orillia
4626,Orleans,"10th Line, 2276 Tenth Line Road",http://www.thebeerstore.ca/locations/10th-line
4624,Orleans,"Convent Glen (Jeanne D'arc), Convent Glen Shopping Centre, 6485 Jeanne D Arc Blvd.",http://www.thebeerstore.ca/locations/convent-glen-jeanne-darc
2105,Oshawa,"King St. E., 650 King St. E.",http://www.thebeerstore.ca/locations/king-st-e
2103,Oshawa,"Midtown Drive, 150 Midtown Dr.",http://www.thebeerstore.ca/locations/midtown-drive
2101,Oshawa,"Ritson Road, 200 Ritson Road North Unit B",http://www.thebeerstore.ca/locations/ritson-road
2104,Oshawa,"Taunton Rd. E., Five Points Mall, 285 Taunton Road E.",http://www.thebeerstore.ca/locations/taunton-rd-e
2102,Oshawa,"Wentworth St. W., 257 Wentworth St. W.",http://www.thebeerstore.ca/locations/wentworth-st-w
4610,Ottawa,"2144 Carling Ave., 2144 Carling Avenue",http://www.thebeerstore.ca/locations/1845-carling-ave
4608,Ottawa,"900 Bank St., 900 Bank Street",http://www.thebeerstore.ca/locations/900-bank-st
4614,Ottawa,"Bells Corners (North Side Rd.), 82 North Side Road",http://www.thebeerstore.ca/locations/bells-corner-north-side-rd
4618,Ottawa,"Blair Place, 2018 Ogilvie Road",http://www.thebeerstore.ca/locations/blair-place
4629,Ottawa,"Carp Road, 1140 Carp Road",http://www.thebeerstore.ca/locations/carp-road
4603,Ottawa,"College Square, College Square, 1984 Baseline Road",http://www.thebeerstore.ca/locations/college-square
4617,Ottawa,"Elmvale(St. Laurent), 1910 St. Laurent Blvd.",http://www.thebeerstore.ca/locations/elmvalest-laurent
4615,Ottawa,"Merivale Rd., 1669 Merivale Road",http://www.thebeerstore.ca/locations/merivale-rd
4607,Ottawa,"Montreal Rd., 548 Montreal Road",http://www.thebeerstore.ca/locations/montreal-rd
4643,Ottawa,"Ottawa Distribution Centre, Hawthorne Business Park, 2750 Swansea Crescent",http://www.thebeerstore.ca/locations/ottawa-dc-0
4601,Ottawa,"Ottawa, 1860 Bank Street",http://www.thebeerstore.ca/locations/ottawa
4616,Ottawa,"Rideau/Waller, 209 Rideau Street",http://www.thebeerstore.ca/locations/rideauwaller
4606,Ottawa,"Scott Street, 1546 Scott Street",http://www.thebeerstore.ca/locations/scott-street
4609,Ottawa,"Somerset St. W., 515 Somerset Street W.",http://www.thebeerstore.ca/locations/somerset-st-w
4604,Ottawa,"Vanier (Selkirk St.), Eastview Plaza, 7 Selkirk Street",http://www.thebeerstore.ca/locations/vanier-selkirk-st
4107,Owen Sound,"Owen Sound, 1155 First Avenue E.",http://www.thebeerstore.ca/locations/owen-sound
4115,Owen Sound,"Owen Sound, 965 10th Street West",http://www.thebeerstore.ca/locations/owen-sound-0
3007,Paris,"Paris, 28 Silver St.",http://www.thebeerstore.ca/locations/paris
3543,Parry Sound,"Parry Sound, 17 William Street",http://www.thebeerstore.ca/locations/parry-sound-0
4217,Pelham (fonthill),"Pelham (Fonthill), Fonthill Shopping Centre, 20 Highway #20 East",http://www.thebeerstore.ca/locations/pelham-fonthill
4690,Pembroke,"Pembroke Dc (Nelson St), 311 Nelson Street",http://www.thebeerstore.ca/locations/pembroke-dc-nelson-st
3417,Penetang,"Penetang, 15 Main St.",http://www.thebeerstore.ca/locations/penetang
4628,Perth,"Perth, 100 Wilson Street W.",http://www.thebeerstore.ca/locations/perth
4654,Petawawa,"Petawawa, 3 Renfrew St.",http://www.thebeerstore.ca/locations/petawawa
4710,Peterborough,"Lansdowne, 1900 Lansdowne St W",http://www.thebeerstore.ca/locations/lansdowne
4701,Peterborough,"Lansdowne/Monaghan, Lansdowne Place Mall, 570 Lansdowne St. West",http://www.thebeerstore.ca/locations/lansdownemonaghan
4702,Peterborough,"Market Plaza, Market Plaza, 139 George Street N.",http://www.thebeerstore.ca/locations/market-plaza
4703,Peterborough,"Portage Place, Portage Place, 1154 Chemong Road",http://www.thebeerstore.ca/locations/portage-place
3157,Petrolia,"Petrolia, 4355 Petrolia Street E.",http://www.thebeerstore.ca/locations/petrolia
2474,Pickering,"Kingston Road, Pickering Town Centre, 1355 Kingston Road",http://www.thebeerstore.ca/locations/liverpool-road
2478,Pickering,"Kingston/Whites, 705 Kingston Road",http://www.thebeerstore.ca/locations/kingstonwhites
4308,Picton,"Picton, 412 Picton Main St.",http://www.thebeerstore.ca/locations/picton
4218,Port Colborne,"Port Colborne, 420 Catharine Street",http://www.thebeerstore.ca/locations/port-colborne
3008,Port Dover,"Port Dover, 120 Andrew Street",http://www.thebeerstore.ca/locations/port-dover
4108,Port Elgin,"Port Elgin, 355 Goderich Street",http://www.thebeerstore.ca/locations/port-elgin
2108,Port Hope,"Port Hope, 55 Peter St.",http://www.thebeerstore.ca/locations/port-hope
2109,Port Perry,"Port Perry, 677 Queen Street",http://www.thebeerstore.ca/locations/port-perry
3009,Port Rowan,"Port Rowan, College & Ferris Streets, 22 College Road",http://www.thebeerstore.ca/locations/port-rowan
3506,Powassan,"Powassan, 760 Main Street",http://www.thebeerstore.ca/locations/powassan
4358,Prescott,"Prescott, 970 Edward Street",http://www.thebeerstore.ca/locations/prescott
3494,Red Lake,"Red Lake, 35 Birks Drive",http://www.thebeerstore.ca/locations/red-lake-0
4655,Renfrew,"Renfrew, 252 Veterans Memorial Blvd.",http://www.thebeerstore.ca/locations/renfrew
2485,Richmond Hill,"Oak Ridges, 13469 Yonge Street",http://www.thebeerstore.ca/locations/oak-ridges
2475,Richmond Hill,"Yonge St. N., 10375 Yonge Street N.",http://www.thebeerstore.ca/locations/yonge-st-n
2481,Richmond Hill,"Yonge/High Tech, 8825 Yonge St.",http://www.thebeerstore.ca/locations/yongehigh-tech
3056,Ridgetown,"Ridgetown, 90 Erie St S. & #17 Hwy.",http://www.thebeerstore.ca/locations/ridgetown
4219,Ridgeway,"Ridgeway, 265 Ridge Road",http://www.thebeerstore.ca/locations/ridgeway
4625,Rockland,"Rockland, 2729 Laurier Street",http://www.thebeerstore.ca/locations/rockland
3057,Rodney,"Rodney, 167 Queen Street",http://www.thebeerstore.ca/locations/rodney
3151,Sarnia,"Confederation St., 1107 Confederation St.",http://www.thebeerstore.ca/locations/confederation-st
3153,Sarnia,"Lambton Mall (London Rd.), Lambton Mall, 1380 London Road",http://www.thebeerstore.ca/locations/lambton-mall-london-rd
3152,Sarnia,"Maxwell St., 210 Maxwell Street",http://www.thebeerstore.ca/locations/maxwell-st
4109,Sauble Beach,"Sauble Beach, 704 Main Street",http://www.thebeerstore.ca/locations/sauble-beach
3551,Sault Ste. Marie,"Bruce St., 250 Bruce Street",http://www.thebeerstore.ca/locations/bruce-st
3553,Sault Ste. Marie,"Churchill Blvd., Churchill Plaza, 150 Churchill Blvd.",http://www.thebeerstore.ca/locations/churchill-blvd
3554,Sault Ste. Marie,"Great Northern Rd., 486 Great Northern Road",http://www.thebeerstore.ca/locations/great-northern-rd
3552,Sault Ste. Marie,"Market Mall (2nd Line), Market Mall, 275 2nd Line",http://www.thebeerstore.ca/locations/market-mall-2nd-line
3590,Sault Ste. Marie,"Sault Ste Marie Dc (Bruce St), 250 Bruce Street",http://www.thebeerstore.ca/locations/sault-ste-marie-dc-bruce-st-0
2409,Scarborough,"Brimley/Eglinton, 2727 Eglinton Avenue E",http://www.thebeerstore.ca/locations/brimleyeglinton
2460,Scarborough,"Cedarbrae (Lawrence/Markham), Cedarbrae Mall, 3561 Lawrence Avenue E.",http://www.thebeerstore.ca/locations/cedarbrae-lawrencemarkham
2418,Scarborough,"Eglinton/Markham, 3205 Eglinton Avenue E.",http://www.thebeerstore.ca/locations/eglintonmarkham
2457,Scarborough,"Ellesmere/Victoria Park, 40 Ellesmere Road",http://www.thebeerstore.ca/locations/ellesmerevictoria-park
2471,Scarborough,"Finch/Mccowan (Sandhurst), 1001 Sandhurst Circle",http://www.thebeerstore.ca/locations/finchmccowan-sandhurst
2421,Scarborough,"Henley Gardens, Henley Gardens, 1089 Kingston Road",http://www.thebeerstore.ca/locations/henley-gardens
2466,Scarborough,"Kennedy/Sheppard, Agincourt Mall, 2360 Kennedy Road",http://www.thebeerstore.ca/locations/kennedysheppard
2456,Scarborough,"Kingston Rd/Morningside, 4479 Kingston Road, Unit 1",http://www.thebeerstore.ca/locations/kingston-rdmorningside
2459,Scarborough,"Lawrence/Kennedy, White Shield Plaza, 2300 Lawrence Avenue E.",http://www.thebeerstore.ca/locations/lawrencekennedy
2469,Scarborough,"Lawrence/Port Union, Centennial Mall, 5544 Lawrence Avenue E.",http://www.thebeerstore.ca/locations/lawrenceport-union
2405,Scarborough,"Macey/Danforth, 3130 Danforth Avenue",http://www.thebeerstore.ca/locations/maceydanforth
2486,Scarborough,"Milner & Morningside, 871 Milner Ave",http://www.thebeerstore.ca/locations/milner-morningside
2464,Scarborough,"Nielson/Ellesmere, Centenary Plaza, 2866 Ellesmere Road",http://www.thebeerstore.ca/locations/nielsonellesmere
2416,Scarborough,"St. Clair/Birchmount, 3431 St. Clair Avenue E.",http://www.thebeerstore.ca/locations/st-clairbirchmount
2470,Scarborough,"Victoria Park/Finch, Village Square, 2934 Finch Ave. East",http://www.thebeerstore.ca/locations/victoria-parkfinch
2412,Scarborough,"Victoria Pk/Eglinton, 1437 Victoria Park",http://www.thebeerstore.ca/locations/victoria-pkeglinton
3427,Schomberg,"Schomberg, Brownsville Junction, 17250 Highway #27",http://www.thebeerstore.ca/locations/schomberg
4311,Sharbot Lake,"Sharbot Lake, 24585b Highway 7",http://www.thebeerstore.ca/locations/sharbot-lake
4110,Shelburne,"Hwy #89 & 124, 802 Main Street East",http://www.thebeerstore.ca/locations/hwy-10-24
3041,Simcoe,"Simcoe, 84 Water Street",http://www.thebeerstore.ca/locations/simcoe
3495,Sioux Lookout,"Sioux Lookout, 41 Front Street",http://www.thebeerstore.ca/locations/sioux-lookout-0
4642,Smiths Falls,"Smiths Falls, 75 Lombard Street",http://www.thebeerstore.ca/locations/smiths-falls
4220,Smithville,"Smithville, Village Square Mall, 249 St. Catharine Street",http://www.thebeerstore.ca/locations/smithville
3703,South Porcupine,"South Porcupine, 4145 Harold Avenue",http://www.thebeerstore.ca/locations/south-porcupine
3507,South River,"South River, 310 Highway #11",http://www.thebeerstore.ca/locations/south-river
4111,Southampton,"Southampton, 330 Railway Street",http://www.thebeerstore.ca/locations/southampton
4201,St. Catharines,"Dieppe Road, 99 Dieppe Road",http://www.thebeerstore.ca/locations/dieppe-road
4204,St. Catharines,"Lakeport, Port Plaza, 150 Lakeport Road",http://www.thebeerstore.ca/locations/lakeport
4206,St. Catharines,"Scott St., 446 Scott Street",http://www.thebeerstore.ca/locations/scott-st
4203,St. Catharines,"Tremont Square, Tremont Square, 2 D Tremont Drive",http://www.thebeerstore.ca/locations/tremont-square
4205,St. Catharines,"Welland Avenue, 104 Welland Avenue",http://www.thebeerstore.ca/locations/welland-avenue
3208,St. Marys,"St. Marys, 571 Queen St. W.",http://www.thebeerstore.ca/locations/st-marys
3139,St. Thomas,"St. Thomas, 1014 Talbot Street",http://www.thebeerstore.ca/locations/st-thomas
3422,Stayner,"Stayner, 7380 Hwy. 26",http://www.thebeerstore.ca/locations/stayner
4079,Stoney Creek,"Rymal And Upper Centennial, 2297 Rymal Road East Building A",http://www.thebeerstore.ca/locations/rymal-and-upper-centennial
4091,Stoney Creek,"Stoney Creek Dc, 414 Dewitt Road",http://www.thebeerstore.ca/locations/stoney-creek-dc-0
4073,Stoney Creek,"Stoney Creek, 135 #8 Highway",http://www.thebeerstore.ca/locations/stoney-creek
2476,Stouffville,"Stouffville, 5892 Main Street West",http://www.thebeerstore.ca/locations/stouffville
3240,Stratford,"Stratford, 429 Huron Street",http://www.thebeerstore.ca/locations/stratford
3202,Stratford,"Stratford, Stratford Mall, 260 C.h. Meier Blvd",http://www.thebeerstore.ca/locations/ontario-st
3116,Strathroy,"Strathroy, 112 Metcalfe Street W.",http://www.thebeerstore.ca/locations/strathroy
3544,Sturgeon Falls,"Sturgeon Falls, 100 Front Street",http://www.thebeerstore.ca/locations/sturgeon-falls
3601,Sudbury,"Lorne St., 42 Lorne Street",http://www.thebeerstore.ca/locations/lorne-st
3603,Sudbury,"Notre Dame Ave., 891 Notre Dame Avenue",http://www.thebeerstore.ca/locations/notre-dame-ave
3604,Sudbury,"Paris St., 1889 Paris Street",http://www.thebeerstore.ca/locations/paris-st
3602,Sudbury,"Supermall, Supermall, 1485 Lasalle Blvd",http://www.thebeerstore.ca/locations/supermall
4591,Sutton West,"Sutton West, 20903 Dalton Road",http://www.thebeerstore.ca/locations/sutton-west
3268,Tecumseh,"Tecumseh, 12022 Tecumseh Road",http://www.thebeerstore.ca/locations/tecumseh
3159,Thedford,"Thedford, 121 Main Street",http://www.thebeerstore.ca/locations/thedford
4213,Thorold,"Thorold, 78 Ormond Street S.",http://www.thebeerstore.ca/locations/thorold
3655,Thunder Bay,"Edward St. N., Northwood Plaza, 417 Edward Street N.",http://www.thebeerstore.ca/locations/edward-st-n
3653,Thunder Bay,"Fort William Rd, 911 Fort William Road",http://www.thebeerstore.ca/locations/north-may-st
3656,Thunder Bay,"N. Cumberland, 212 N. Cumberland Street",http://www.thebeerstore.ca/locations/n-cumberland
3652,Thunder Bay,"Red River Road, 806 Red River Road",http://www.thebeerstore.ca/locations/red-river-road
3690,Thunder Bay,"Thunder Bay Distribution Centr, 184 Camelot Street",http://www.thebeerstore.ca/locations/thunder-bay-dc-camelot-st-0
3654,Thunder Bay,"West Gore St., 145 West Gore Street",http://www.thebeerstore.ca/locations/west-gore-st
3058,Tilbury,"Tilbury, 2 Queen Street South",http://www.thebeerstore.ca/locations/tilbury
3042,Tillsonburg,"Tillsonburg, 114 Concession Street E.",http://www.thebeerstore.ca/locations/tillsonburg
3702,Timmins,"Algonquin Blvd.w., 230 Algonquin Blvd. W.",http://www.thebeerstore.ca/locations/algonquin-blvdw
3740,Timmins,"Timmins Distribution Centre, 326 Knox Avenue",http://www.thebeerstore.ca/locations/timmins-0
2312,Toronto,"Bathurst/Dupont, 500 Dupont Street",http://www.thebeerstore.ca/locations/bathurstdupont
2452,Toronto,"Bayview/Roehampton, 609 Roehampton Avenue",http://www.thebeerstore.ca/locations/bayviewroehampton
2321,Toronto,"Bloor/Spadina, 720 Spadina Avenue",http://www.thebeerstore.ca/locations/bloorspadina
2305,Toronto,"Brock/Queen, 65 Brock Avenue",http://www.thebeerstore.ca/locations/brockqueen
2414,Toronto,"Church/Wellesley, 572 Church Street",http://www.thebeerstore.ca/locations/churchwellesley
2303,Toronto,"College/Bathurst, 452 Bathurst Street",http://www.thebeerstore.ca/locations/collegebathurst
2376,Toronto,"Crossroads, 2625a Weston Road",http://www.thebeerstore.ca/locations/crossroads
2431,Toronto,"Distillery District, Distillery District, 41 Mill Street",http://www.thebeerstore.ca/locations/distillery-district
2484,Toronto,"Don Mills / Eglinton, 825 Don Mills Road",http://www.thebeerstore.ca/locations/don-mills-eglinton
2311,Toronto,"Dufferin Mall Bloor/Dufferin, Dufferin Mall, 904 Dufferin Street",http://www.thebeerstore.ca/locations/dufferin-mall-bloordufferin
2319,Toronto,"Dundas/Lakeview, 1200 Dundas Street W.",http://www.thebeerstore.ca/locations/dundaslakeview
2306,Toronto,"Dundas/Roncesvalles, 2135 Dundas Street W.",http://www.thebeerstore.ca/locations/dundasroncesvalles
2417,Toronto,"Gerrard/Logan, 800 Gerrard Street E.",http://www.thebeerstore.ca/locations/gerrardlogan
2419,Toronto,"Gerrard/Seaton, 227 Gerrard Street E.",http://www.thebeerstore.ca/locations/gerrardseaton
2415,Toronto,"Leaside Village, 89 Laird Drive",http://www.thebeerstore.ca/locations/leaside-village
2377,Toronto,"Liberty Village, 120 Lynn Williams Street",http://www.thebeerstore.ca/locations/liberty-village
2413,Toronto,"Parliament/Winchestr, 534 Parliament Street",http://www.thebeerstore.ca/locations/parliamentwinchestr
2408,Toronto,"Price Street, 10 Price Street",http://www.thebeerstore.ca/locations/price-street
2302,Toronto,"Queen/Euclid, 761 Queen Street W.",http://www.thebeerstore.ca/locations/queeneuclid
2420,Toronto,"Queen/Leslie Grove, 1285 Queen St. East",http://www.thebeerstore.ca/locations/queenleslie-grove
2410,Toronto,"Queen/River, 28 River Street",http://www.thebeerstore.ca/locations/queenriver
2371,Toronto,"Stockyards, 2153 St. Clair Avenue",http://www.thebeerstore.ca/locations/stockyards
2318,Toronto,"Symington/Dupont, 323 Symington Avenue",http://www.thebeerstore.ca/locations/symingtondupont
2330,Toronto,"Toronto (Queens Quay), 350 Queens Quay West",http://www.thebeerstore.ca/locations/toronto-queens-quay
2432,Toronto,"Yonge/Dundas, 10 Dundas St. E.  Suite B-1",http://www.thebeerstore.ca/locations/yongedundas
3419,Tottenham,"Tottenham, 55 Queen Street",http://www.thebeerstore.ca/locations/tottenham
4309,Trenton,"Trenton, 49 Byron Street",http://www.thebeerstore.ca/locations/trenton
4310,Tweed,"Tweed, 58b Victoria St. N.",http://www.thebeerstore.ca/locations/tweed
2110,Uxbridge,"Uxbridge, 178 Main Street N.",http://www.thebeerstore.ca/locations/uxbridge
2375,Vaughan,"Centre St/Bathurst, Promenade Mall, 1118 Centre Street",http://www.thebeerstore.ca/locations/centre-stbathurst
2374,Vaughan,"Maple, 9771 Jane Street",http://www.thebeerstore.ca/locations/maple
4112,Walkerton,"Walkerton, 430 Durham Street",http://www.thebeerstore.ca/locations/walkerton
3059,Wallaceburg,"Wallaceburg, County Fair Mall, 64 Mcnaughton Street",http://www.thebeerstore.ca/locations/wallaceburg
3420,Wasaga Beach,"Wasaga Beach, Mosely & Second Streets, 100 Mosely Street",http://www.thebeerstore.ca/locations/wasaga-beach
4074,Waterdown,"Waterdown, 70 Hamilton Street N.",http://www.thebeerstore.ca/locations/waterdown
4169,Waterloo,"Erb/Ira Needles, 659 Erb Street West",http://www.thebeerstore.ca/locations/erbira-needles
4170,Waterloo,"King Street North, 624 King Street North",http://www.thebeerstore.ca/locations/king-street-north
4165,Waterloo,"Parkdale(Albert), 462 Albert Street",http://www.thebeerstore.ca/locations/parkdalealbert
4164,Waterloo,"Weber St., 70 Weber Street N.",http://www.thebeerstore.ca/locations/weber-st
3593,Wawa,"Wawa, 156 Mission Road",http://www.thebeerstore.ca/locations/wawa-0
4214,Welland,"Lincoln St. E., Lincoln Plaza, 390 Lincoln St. East",http://www.thebeerstore.ca/locations/lincoln-st-e
4215,Welland,"Thorold Rd. E., 23 Thorold Road E.",http://www.thebeerstore.ca/locations/thorold-rd-e
4509,Westport,"Westport, Bedford & Mountain Roads, 77 Bedford Street",http://www.thebeerstore.ca/locations/westport
2111,Whitby,"301 Dundas St. E., 301 Dundas Street E.",http://www.thebeerstore.ca/locations/301-dundas-st-e
2114,Whitby,"Brock St. N., 3950 Brock St. N.",http://www.thebeerstore.ca/locations/brock-st-n
2116,Whitby,"Brooklin, Bldg M, 5929 Baldwin Street South",http://www.thebeerstore.ca/locations/brooklin
2112,Whitby,"Kendalwood, Kendalwood Plaza, 1801 Dundas Street East",http://www.thebeerstore.ca/locations/kendalwood
2142,Whitby,"Whitby Distribution Centre, 1655 Tricont Ave.",http://www.thebeerstore.ca/locations/whitby-dc-tricont-ave
4113,Wiarton,"Wiarton, 690 Berford Street",http://www.thebeerstore.ca/locations/wiarton
3262,Windsor,"1050 Walker Road, 1050 Walker Road",http://www.thebeerstore.ca/locations/1050-walker-road
3254,Windsor,"College/Campbell, 1780 College Avenue",http://www.thebeerstore.ca/locations/collegecampbell
3256,Windsor,"Gateway Plaza (Dougall Rd.), Gateway Plaza, 3240 Dougall Road",http://www.thebeerstore.ca/locations/gateway-plaza-dougall-rd
3253,Windsor,"Goyeau @ Elliott Street, 790 Goyeau Street",http://www.thebeerstore.ca/locations/goyeau-elliott-street
3260,Windsor,"Huron Church/Malden, 1818 Huron Church Road",http://www.thebeerstore.ca/locations/huron-churchmalden
3255,Windsor,"Jefferson/Tecumseh, 2451 Jefferson Blvd.",http://www.thebeerstore.ca/locations/jeffersontecumseh
3252,Windsor,"Riverside (Wyandotte E.), 5455 Wyandotte St. E.",http://www.thebeerstore.ca/locations/riverside-wyandotte-e
3258,Windsor,"Tecumseh/Lauzon, 8150 Tecumseh Blvd. E.",http://www.thebeerstore.ca/locations/tecumsehlauzon
3251,Windsor,"Walker Rd/Ypres, 2380 Walker Road",http://www.thebeerstore.ca/locations/walker-rdypres
4114,Wingham,"Wingham, 482 Josephine Street",http://www.thebeerstore.ca/locations/wingham
2013,Woodbridge,"Woodbridge(Islington/Hwy #7), 7676 Islington Ave. N.",http://www.thebeerstore.ca/locations/woodbridgeislingtonhwy-7
2018,Woodbridge,"Woodbridge, 7850 Weston Road",http://www.thebeerstore.ca/locations/woodbridge
3209,Woodstock,"Dundas St. E., 911 Dundas Street",http://www.thebeerstore.ca/locations/dundas-st-e-0
3241,Woodstock,"Woodstock, 86 Beale Street",http://www.thebeerstore.ca/locations/woodstock
2314,York,"Dundas/Jane, 3524 Dundas Street W.",http://www.thebeerstore.ca/locations/dundasjane
2353,York,"Keele/Lavender, 1515 Keele Street",http://www.thebeerstore.ca/locations/keelelavender
2354,York,"Oakwood/Vaughan, 529 Oakwood Avenue",http://www.thebeerstore.ca/locations/oakwoodvaughan
